block,area,littera,role,unit,quantityKind,sensor_id,value_2026_09_13,age_h,note
weekly,Comfort cooling VKA1-3/KB1/KM1,VKA3A.GP11.PV,VKA3A condenser pressure,bar,Pressure,fadfac8e-2614-4700-98e7-e8d8f4016f7b,0.0,0.4,0.0 on 13.09 - off or dead
weekly,Comfort cooling VKA1-3/KB1/KM1,VKA3B.GP11.PV,VKA3B condenser pressure,bar,Pressure,6196367b-b1b7-480d-bfb5-466d9e0a81ae,0.0,0.4,0.0 on 13.09
alarm,Comfort cooling VKA1-3/KB1/KM1,VKA3.SEK.LA,VKA3 regulator in hand,alarm,AlarmMinor,91294c95-b6a5-40b9-9f1e-438191c1882f,1.0,0.4,ACTIVE 13.09
weekly,Comfort cooling VKA1-3/KB1/KM1,VKA3A.SV31.LA,VKA3A SV31 valve wrong position,alarm,AlarmMinor,6aa6a690-c477-42c8-938a-9dfaf451cf15,1.0,0.4,ACTIVE 13.09
weekly,Comfort cooling VKA1-3/KB1/KM1,VKA3A.SV32.LA,VKA3A SV32 valve wrong position,alarm,AlarmMinor,e93c2239-30e4-4de9-80e5-13a1a158a4cc,1.0,0.4,ACTIVE 13.09
weekly,Comfort cooling VKA1-3/KB1/KM1,VKA3B.SV31.LA,VKA3B SV31 valve wrong position,alarm,AlarmMinor,94f7cab4-dd00-4a96-ba1f-629c36b73f50,1.0,0.4,ACTIVE 13.09
weekly,Comfort cooling VKA1-3/KB1/KM1,VKA3B.SV32.LA,VKA3B SV32 valve wrong position,alarm,AlarmMinor,eeb7a366-a2b5-4e40-961d-7ed4704e9cc9,1.0,0.4,ACTIVE 13.09
weekly,Comfort cooling VKA1-3/KB1/KM1,KM1.GT13.PV,KM1 temp,degC,Temperature,d1717f47-d5a5-4d01-ab03-b61186f801dd,22.7,0.4,
weekly,Comfort cooling VKA1-3/KB1/KM1,KM1.UV30A.SA,KM1 pump A VFD,%,ValvePosition,eedea5dd-f529-4f37-b87c-ff9b64e64506,0.0,0.4,
weekly,Comfort cooling VKA1-3/KB1/KM1,KB102.DAGG.PV,KB102 dew point,degC,Temperature,38977b1f-94b4-401b-8fc3-92e76508e71a,12.4,0.4,
weekly,Comfort cooling VKA1-3/KB1/KM1,KB102.GT51.PV,KB102 room temp,degC,Temperature,fb1576c2-95c1-4eb3-b3c4-8cbb3b63ffc0,23.2,0.4,
daily,District heating VP1 / heating VS1,VP1.MQ41.ENERGI.PV,DH energy register,kWh? verify unit,ActivePowerTotal,42675e3f-5eba-49ab-b82c-84e93fac628e,4376850.0,0.4,
daily,District heating VP1 / heating VS1,VP1.MQ41.FLOW.PV,DH volume register,m3,Flow,065b24b6-83bc-46dd-8d2b-547b645c5d5c,100582.0,0.4,
daily,District heating VP1 / heating VS1,VP1.MQ41.EFFEKT.PV,DH power,kW? verify,ActivePowerTotal,7203c7c7-58df-4d45-a79e-c18291a80543,0.0,0.4,
daily,District heating VP1 / heating VS1,VP1.DELTA.PV,DH delta-T supply-return,K,Temperature,2b4a8c9d-ca5f-4c4f-93da-0c80ff570370,2.4,0.4,
weekly,District heating VP1 / heating VS1,VP1.GT41.PV,DH temp 41,degC,State,f8ac8437-9af7-4d8f-ae15-35cfb7fa96d9,26.0,0.4,
weekly,District heating VP1 / heating VS1,VP1.GT42.PV,DH temp 42,degC,State,96eb85c6-6caa-452d-bb66-1594f0928ad5,24.0,0.4,
daily,District heating VP1 / heating VS1,VS1.P90.SA,heating circuit VS1 pump,%,ValvePosition,ef181d7e-6a59-44e0-a2e2-a6ac991ce855,0.0,0.4,
daily,District heating VP1 / heating VS1,FLK1.GT50.PV,FLK1 temp,degC,Temperature,210ffe33-077d-4e70-be79-ac3c2b18b4da,20.5,0.3,
alarm,Sum alarms,AU.HAND.LA,any analog output in hand,alarm,AlarmMinor,7f0bd7aa-432f-4d9a-a228-0531644ed345,1.0,0.3,7 sensors share this littera (one per AS/DUC); bound to the one that read 1 on 13.09 (AU.HAND *1B Analog utgång i hand)
alarm,Sum alarms,DI.HAND.LA,any digital output in hand,alarm,AlarmMinor,f0886891-1285-4961-a59b-b94f1f71232f,0.0,0.3,
alarm,Sum alarms,AS65.CENTBRAND.LA,central fire alarm in AS65,alarm,AlarmMajor,713084ba-9dee-4e65-9b6d-25b5ba81dc4c,0.0,0.4,
alarm,Sum alarms,UPS.SA.LA,UPS alarm,alarm,AlarmMajor,b7caee96-c17d-4c9f-8222-36f57e015856,0.0,0.3,
alarm,Sum alarms,RESERVKRAFT.LA,standby power alarm,alarm,AlarmMinor,030f852a-7110-4177-8584-46888aca4e85,0.0,0.3,
alarm,Sum alarms,MASTER.KOMM.LA,master comm alarm,alarm,AlarmMinor,19de9f66-3882-4a71-80a6-1d216b4b26b9,0.0,0.4,
monday,Lifts (Saia),HISS1.LA,not at preferred floor alarm,alarm,AlarmMinor,b5aa8fc7-7bc1-4ab8-98b0-8a2260f29a62,0.0,0.3,
monday,Lifts (Saia),HISS2.LA,not at preferred floor alarm,alarm,AlarmMinor,5311b0ca-f6e9-43cf-bd10-5d41922718c3,0.0,0.3,
monday,Lifts (Saia),HISS3.LA,not at preferred floor alarm,alarm,AlarmMinor,2415c75b-821b-4e0c-934c-52d3be3f3d3d,0.0,0.3,
monday,Lifts (Saia),HISS6.LA,not at preferred floor alarm,alarm,AlarmMinor,e5fefac3-8f00-4220-b53f-258aea2639bf,0.0,0.3,
monday,Lifts (Saia),HISS7.LA,not at preferred floor alarm,alarm,AlarmMinor,370cf464-99f9-403f-a83e-9e2c2055fe9d,0.0,0.3,
monday,Lifts (Saia),HISS8.LA,not at preferred floor alarm,alarm,AlarmMinor,3d5e5d87-5826-4e68-92dc-ef4bbc5dae8b,0.0,0.3,
monday,Lifts (Saia),HISS9.LA,not at preferred floor alarm,alarm,AlarmMinor,30d2a787-4afd-4ba7-b614-342cc38f9efc,0.0,0.3,
monday,Lifts (Saia),HISS10.LA,not at preferred floor alarm,alarm,AlarmMinor,02b22f7c-2f70-4c2f-94b1-56e97760f07a,0.0,0.5,
monday,Lifts (Saia),HISS11.LA,not at preferred floor alarm,alarm,AlarmMinor,90b18434-014f-4cbd-83ca-327f50762489,0.0,0.3,
monday,Lifts (Saia),HISS13.LA,not at preferred floor alarm,alarm,AlarmMinor,3fdc1138-f134-4055-99b2-8baa83d896be,0.0,0.5,
monday,Lifts (Saia),HISS15.LA,not at preferred floor alarm,alarm,AlarmMinor,153956e3-8186-486e-a8ac-5c4e7aa0ee8f,0.0,0.3,
monday,Lifts (Saia),HISS16.LA,not at preferred floor alarm,alarm,AlarmMinor,244a9938-503a-4f37-aeba-59d1b9dc7b24,0.0,0.3,
monday,Lifts (Saia),HISS17.LA,not at preferred floor alarm,alarm,AlarmMinor,81e00d2a-86e7-4312-834b-f136649501a8,0.0,0.3,
monday,Lifts (Saia),HISS18.LA,not at preferred floor alarm,alarm,AlarmMinor,91622441-94db-43c0-9e6b-287c809faefc,0.0,0.3,
monday,Lifts (Saia),HISS19.LA,not at preferred floor alarm,alarm,AlarmMinor,2082d068-f66b-44f8-82bc-2f7301ed9d27,0.0,0.3,
monday,Lifts (Saia),HISS20.LA,not at preferred floor alarm,alarm,AlarmMinor,c4c17f13-ed08-4594-9b7a-512dd8f5c75b,0.0,0.3,
monday,Lifts (Saia),HISS21.LA,not at preferred floor alarm,alarm,AlarmMinor,d0660597-80dc-4259-8975-073d5764a1b0,0.0,0.3,
monday,Lifts (Saia),HISS22.LA,not at preferred floor alarm,alarm,AlarmMinor,cdc69484-7171-4037-bed4-1c30f6de9459,0.0,0.3,
monday,Lifts (Modbus),184-30012,Safety Chain Status Sensor 184,status word,AlarmMinor,b46a6280-a83d-4a4f-b540-e94e6e609ad5,63.0,0.3,
monday,Lifts (Modbus),186-30012,Safety Chain Status Sensor 186,status word,AlarmMinor,bfdcb664-a0a9-443a-a9a3-0e1f7d923869,7.0,0.3,
monday,Lifts (Modbus),185-30012,Safety Chain Status Sensor 185,status word,AlarmMinor,790fe59d-ab44-4244-9ce8-419888394b7b,63.0,0.3,
daily,Shops (Elsys ERS2),temperature_A81758FFFE0C5675,shop temp BUTIK K2137 (PLAN 1),degC,Temperature,4a1ac67d-4e70-46e7-8410-a8572a75a206,23.1,0.3,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5675,shop TVOC BUTIK K2137 (PLAN 1),ug/m3,TVOC,bc2dba5f-c821-4679-ba41-1d70cdc6c16d,121,0.3,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0D24A0,shop temp BUTIK K2108 (PLAN 1),degC,Temperature,a0f85e18-325c-4181-8331-b8a63d59a766,22.3,0.3,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C5676,shop temp BUTIK K2164 (PLAN 1),degC,Temperature,b98b9a7a-2c22-4141-adb2-0d1ef1f867e6,22.5,0.3,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5676,shop TVOC BUTIK K2164 (PLAN 1),ug/m3,TVOC,b77afe6b-c7b4-463c-8b72-b87beb8a0c39,73,0.3,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0D24A1,shop temp BUTIK K2148 (PLAN 1),degC,Temperature,2c331cf6-9ee5-43f1-bb5d-1cb7b3ceeb68,22.7,0.4,
daily,Shops (Elsys ERS2),temperature_A81758FFFE0D24A2,shop temp BUTIK 0093 (PLAN 3),degC,Temperature,59d840ec-1b4c-441c-a08b-a57e8c17737c,21.3,1.4,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C5674,shop temp ENTREHALL 61 (PLAN 3),degC,Temperature,539562d6-1a9e-4930-8e7c-18d1f8e7c5d0,21.3,0.6,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5674,shop TVOC ENTREHALL 61 (PLAN 3),ug/m3,TVOC,f3d45b83-3fe7-41fc-9923-13cb76f6be76,148,0.6,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C5673,shop temp BUTIK 0004 (PLAN 3),degC,Temperature,90ceacff-4da5-465f-a766-59dd1397be93,21.5,0.9,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5673,shop TVOC BUTIK 0004 (PLAN 3),ug/m3,TVOC,1dc48b08-13dd-40bd-af53-89d6c817acff,29,0.9,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0D249E,shop temp BUTIK 0075 (PLAN 3),degC,Temperature,b30b1414-40c0-4936-89af-d967ebfe9f61,25.1,0.4,
daily,Shops (Elsys ERS2),temperature_A81758FFFE0C566F,shop temp BUTIK 1014 (PLAN 4),degC,Temperature,ddc9abaa-e60e-478f-8652-8c58ddbea29f,21.1,0.5,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C566F,shop TVOC BUTIK 1014 (PLAN 4),ug/m3,TVOC,a20c0368-c9da-4b6a-b0f1-3344eda99b0d,39,0.5,
daily,Shops (Elsys ERS2),temperature_A81758FFFE0C5671,shop temp BUTIK 1067 (PLAN 4),degC,Temperature,b4887a1c-4a85-4dc4-8af0-b7c71a7da635,20.6,0.4,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5671,shop TVOC BUTIK 1067 (PLAN 4),ug/m3,TVOC,fa9a2f3d-53fb-4d09-a59f-fde4bd1efbb3,74,0.4,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0D249F,shop temp BUTIK 1081 (PLAN 4),degC,Temperature,587e0423-2169-41c6-8e85-964782aa720e,20.6,0.8,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0D249D,shop temp BUTIK 1093 (PLAN 4),degC,Temperature,2fc8f6c4-d985-437d-a09b-46b4058f2661,21.5,0.4,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C566E,shop temp BUTIK 1082 (PLAN 4),degC,Temperature,5d421574-0af8-43fb-9d8d-64b8adc85ef5,20.2,2.6,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C566E,shop TVOC BUTIK 1082 (PLAN 4),ug/m3,TVOC,1d3df84c-71c1-4623-b153-e1c1d9a29451,26,2.6,
daily,Shops (Elsys ERS2),temperature_A81758FFFE0C564B,shop temp BUTIK 2002 (PLAN 5),degC,Temperature,b9745a6e-acf6-4d40-81fb-bd3a87c3ac59,21.2,0.9,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C564B,shop TVOC BUTIK 2002 (PLAN 5),ug/m3,TVOC,2302a13c-772d-4296-a1a8-41cc4ac3650f,40,0.9,
daily,Shops (Elsys ERS2),temperature_A81758FFFE0B3060,shop temp BUTIK 2024 (PLAN 5),degC,Temperature,9b4d2469-e4d5-4154-9dd7-81bb13286862,20.8,0.4,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C566C,shop temp BUTIK 2041 (PLAN 5),degC,Temperature,c66e6a3e-715b-4237-b9a2-200a5f95c336,20.9,0.6,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C566C,shop TVOC BUTIK 2041 (PLAN 5),ug/m3,TVOC,add146af-de77-4a05-b6bb-90fd081e22ae,72,0.6,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0B3062,shop temp BUTIK 2074 (PLAN 5),degC,Temperature,e100c4a8-e4c8-4e6a-b0e0-78eb989d8849,22.5,0.3,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C564C,shop temp BUTIK 2093 (PLAN 5),degC,Temperature,cdd66e09-d5d8-4da4-92ef-dc3d5e680a51,20.3,0.3,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C564C,shop TVOC BUTIK 2093 (PLAN 5),ug/m3,TVOC,b7f865a5-00cd-423b-b048-8e91aabd0fd8,51,0.3,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C566D,shop temp BUTIK 2025 (PLAN 5),degC,Temperature,92cfd5cd-873a-4fe4-b6e1-1f975e292020,20.7,0.3,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C566D,shop TVOC BUTIK 2025 (PLAN 5),ug/m3,TVOC,1cdce523-58f1-409c-8154-fa956f72cfe5,60,0.3,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0B3063,shop temp BUTIK 2089 (PLAN 5),degC,Temperature,208e657d-b271-48f9-bad2-be991c10c3be,21.3,0.3,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C566B,shop temp BUTIK 2069 (PLAN 5),degC,Temperature,798dcc93-7a5c-4ed7-8854-6a308136f38d,20.3,0.4,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C566B,shop TVOC BUTIK 2069 (PLAN 5),ug/m3,TVOC,0b794e85-b7c3-409b-92da-a3eef55c9764,55,0.4,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0B3061,shop temp BUTIK 2081 (PLAN 5),degC,Temperature,a6053213-b613-47f7-b688-288bb961e88b,21.5,0.3,
daily,Shops (Elsys ERS2),temperature_A81758FFFE0C5648,shop temp BUTIK 3094 (PLAN 6),degC,Temperature,4034c8ac-4bd7-4d24-8db0-f5ec2ebb445d,21.7,0.4,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5648,shop TVOC BUTIK 3094 (PLAN 6),ug/m3,TVOC,45bbf2b7-b7a5-4aba-aed5-96a122b490f3,57,0.4,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C5649,shop temp BUTIK 3118 (PLAN 6),degC,Temperature,59912e0d-d9f8-459e-bf52-56d79f2106b9,22.6,0.4,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5649,shop TVOC BUTIK 3118 (PLAN 6),ug/m3,TVOC,52bb8150-fc1e-4678-8588-25428e4a423f,63,0.4,
daily,Shops (Elsys ERS2),temperature_A81758FFFE0C5646,shop temp MATSAL 4129 (PLAN 7),degC,Temperature,f356745a-9dc8-4cff-bbc8-1251e5534219,21.7,0.3,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5646,shop TVOC MATSAL 4129 (PLAN 7),ug/m3,TVOC,09ef2436-ea0c-4aac-9210-6e97bb00b112,23,0.3,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C5645,shop temp MATSAL 4123 (PLAN 7),degC,Temperature,76fd68b8-98b5-475a-8686-ff37ec40f811,22.1,0.4,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5645,shop TVOC MATSAL 4123 (PLAN 7),ug/m3,TVOC,ddbc59fe-0017-4589-8af7-fc8616778c58,76,0.4,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C5643,shop temp BUTIK 4176 (PLAN 7),degC,Temperature,d2c33b8f-8874-4be5-866c-a611d8b79e63,22.2,0.3,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5643,shop TVOC BUTIK 4176 (PLAN 7),ug/m3,TVOC,d51d5273-b425-46d7-a67d-41206468c0fc,53,0.3,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C51C7,shop temp BUTIK 4028 (PLAN 7),degC,Temperature,c3dc54b4-316f-4787-a2cf-81dc32c1fa55,22.8,0.6,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C51C7,shop TVOC BUTIK 4028 (PLAN 7),ug/m3,TVOC,9129f388-b0ca-4b16-9fab-06dc8c1cf539,51,0.6,
weekly,Shops (Elsys ERS2),temperature_A81758FFFE0C5644,shop temp VINBAR 4045 (PLAN 7),degC,Temperature,605a4801-3e57-4edc-8b21-65da68fad95e,21.2,0.4,
weekly,Shops (Elsys ERS2),tvoc_A81758FFFE0C5644,shop TVOC VINBAR 4045 (PLAN 7),ug/m3,TVOC,e66d21ae-e90d-411c-902b-92e886c0700d,48,0.4,
daily,Offices (Lindinvent) PLAN 8,LB81-5151F-VFD104/9070,room temp — ÖPPET KONTOR 5151 [LB81-5151F-VFD104],degC,Temperature,7c9d6aed-bd56-4898-ad6d-aa2d6a490dc3,22.5,0.3,
daily,Offices (Lindinvent) PLAN 8,LB81-5151F-VFD104/8006,room temp setpoint — ÖPPET KONTOR 5151 [LB81-5151F-VFD104],degC,CapabilityTypeSetpoint,2b1f1b52-9876-4a62-bc78-179db3452d39,22.5,0.3,
daily,Offices (Lindinvent) PLAN 8,LB81-5151F-VFD104/9090,CO2 — ÖPPET KONTOR 5151 [LB81-5151F-VFD104],ppm,CO2,d043b206-9ef5-4b51-b584-947a913b74e5,442.0,0.3,
daily,Offices (Lindinvent) PLAN 8,LB81-5151F-VFD104/4152,presence — ÖPPET KONTOR 5151 [LB81-5151F-VFD104],0/1,Presence,c0506487-1096-47ca-ba8e-de43791b97b7,0.0,0.3,
daily,Offices (Lindinvent) PLAN 8,LB81-5151F-VFD104/-12,supply flow — ÖPPET KONTOR 5151 [LB81-5151F-VFD104],l/s,Flow,e5bedd2f-33ea-470c-a3a7-e00b9bf5a8df,1.0,0.3,
daily,Offices (Lindinvent) PLAN 8,LB83-5192-VFD101/9070,room temp — ÖPPET KONTOR 5192 [LB83-5192-VFD101],degC,Temperature,6abbf3a3-0f6a-4ed3-8d5d-902d427b861b,22.5,0.3,
daily,Offices (Lindinvent) PLAN 8,LB83-5192-VFD101/8006,room temp setpoint — ÖPPET KONTOR 5192 [LB83-5192-VFD101],degC,CapabilityTypeSetpoint,2db8cea5-4734-4010-b344-960ee8d8e90f,23.0,0.3,
daily,Offices (Lindinvent) PLAN 8,LB83-5192-VFD101/9090,CO2 — ÖPPET KONTOR 5192 [LB83-5192-VFD101],ppm,CO2,208a7269-c2b7-4d4d-b0d1-51673ca3f081,482.0,0.3,
daily,Offices (Lindinvent) PLAN 8,LB83-5192-VFD101/4152,presence — ÖPPET KONTOR 5192 [LB83-5192-VFD101],0/1,Presence,cccc3575-2b56-4e07-8af3-329ac490047a,0.0,0.3,
daily,Offices (Lindinvent) PLAN 8,LB83-5192-VFD101/-12,supply flow — ÖPPET KONTOR 5192 [LB83-5192-VFD101],l/s,Flow,31f72187-9216-4a98-b183-140b900fd4e4,0.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB82-5182-VFD102/9070,room temp — PAUSYTA 5182 [LB82-5182-VFD102],degC,Temperature,acce1021-53d3-4632-bd34-253616a5e42b,23.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB82-5182-VFD102/8006,room temp setpoint — PAUSYTA 5182 [LB82-5182-VFD102],degC,CapabilityTypeSetpoint,adb38cf2-502f-4dd7-b29a-6f7b7dc16b97,22.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB82-5182-VFD102/9090,CO2 — PAUSYTA 5182 [LB82-5182-VFD102],ppm,CO2,e229304a-9707-4e7d-8f5b-935b3df1c4ae,456.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB82-5182-VFD102/4152,presence — PAUSYTA 5182 [LB82-5182-VFD102],0/1,Presence,6faf2ec1-5eae-4b99-bdda-934b5945bfcd,0.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB82-5182-VFD102/-12,supply flow — PAUSYTA 5182 [LB82-5182-VFD102],l/s,Flow,c667ec5a-8d51-4262-b56f-6a830c7e97bb,1.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB81-5152A-VFD104/9070,room temp — ÖPPET KONTOR 5152 [LB81-5152A-VFD104],degC,Temperature,ac9587dc-b06a-4419-aeb0-b3cac5b22028,21.8,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB81-5152A-VFD104/8006,room temp setpoint — ÖPPET KONTOR 5152 [LB81-5152A-VFD104],degC,CapabilityTypeSetpoint,a2da8a37-b902-4989-8a0c-cf46ad469fb3,22.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB81-5152A-VFD104/9090,CO2 — ÖPPET KONTOR 5152 [LB81-5152A-VFD104],ppm,CO2,2c189d6e-97b8-450e-8e6c-af0903228d6c,445.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB81-5152A-VFD104/4152,presence — ÖPPET KONTOR 5152 [LB81-5152A-VFD104],0/1,Presence,348c871f-6f55-4f0b-88df-ea8474a96ed3,0.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB81-5152A-VFD104/-12,supply flow — ÖPPET KONTOR 5152 [LB81-5152A-VFD104],l/s,Flow,36468fb4-80a1-4af6-9a47-5e2978549167,0.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB82-5181-VFD101/9070,room temp — ÖPPET KONTOR 5181 [LB82-5181-VFD101],degC,Temperature,bc62516c-b3eb-41a6-8742-fd72b52236c8,22.5,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB82-5181-VFD101/8006,room temp setpoint — ÖPPET KONTOR 5181 [LB82-5181-VFD101],degC,CapabilityTypeSetpoint,491f5666-654f-4e96-bf2f-d8e78ba407d8,22.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB82-5181-VFD101/9090,CO2 — ÖPPET KONTOR 5181 [LB82-5181-VFD101],ppm,CO2,52bf0a08-52db-4ca4-8aee-42f30fb7c237,485.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB82-5181-VFD101/4152,presence — ÖPPET KONTOR 5181 [LB82-5181-VFD101],0/1,Presence,06161ecf-9dc9-4364-90f8-cfbe5d8a70bc,0.0,0.3,
weekly,Offices (Lindinvent) PLAN 8,LB82-5181-VFD101/-12,supply flow — ÖPPET KONTOR 5181 [LB82-5181-VFD101],l/s,Flow,c47e38a0-2ab1-4039-b5cd-c78caec2a0f3,1.0,0.3,
daily,Offices (Lindinvent) PLAN 9,LB91-6177-VFD101/9070,room temp — BIBLIOTEK 6177 [LB91-6177-VFD101],degC,Temperature,31b62930-c242-4ff2-a662-9c31717c6332,22.7,0.3,
daily,Offices (Lindinvent) PLAN 9,LB91-6177-VFD101/8006,room temp setpoint — BIBLIOTEK 6177 [LB91-6177-VFD101],degC,CapabilityTypeSetpoint,c592982f-d9e6-4aea-8ebd-3b3a6d98717b,22.5,0.3,
daily,Offices (Lindinvent) PLAN 9,LB91-6177-VFD101/9090,CO2 — BIBLIOTEK 6177 [LB91-6177-VFD101],ppm,CO2,99507143-2fd2-4f0a-b2d6-bc672d906a08,496.0,0.3,
daily,Offices (Lindinvent) PLAN 9,LB91-6177-VFD101/4152,presence — BIBLIOTEK 6177 [LB91-6177-VFD101],0/1,Presence,b466f518-0c39-492f-bc1e-26f3b196212c,0.0,0.3,
daily,Offices (Lindinvent) PLAN 9,LB91-6177-VFD101/-12,supply flow — BIBLIOTEK 6177 [LB91-6177-VFD101],l/s,Flow,41df59ad-ce8c-4779-831b-c10a035f608d,36.0,0.3,
weekly,Offices (Lindinvent) PLAN 9,LB91-6182-VFD102/9070,room temp — MÖTE 6182 [LB91-6182-VFD102],degC,Temperature,0ae7be67-3643-4017-8235-616d0ceb1747,22.1,0.3,
weekly,Offices (Lindinvent) PLAN 9,LB91-6182-VFD102/8006,room temp setpoint — MÖTE 6182 [LB91-6182-VFD102],degC,CapabilityTypeSetpoint,77d8cdb5-7037-41b4-a303-955a9c07f28a,21.0,0.3,
weekly,Offices (Lindinvent) PLAN 9,LB91-6182-VFD102/9090,CO2 — MÖTE 6182 [LB91-6182-VFD102],ppm,CO2,c71b1415-745c-4a07-ae04-7c74eeee79c8,529.0,0.3,
weekly,Offices (Lindinvent) PLAN 9,LB91-6182-VFD102/4152,presence — MÖTE 6182 [LB91-6182-VFD102],0/1,Presence,e2d0b796-18f7-4f67-a2ea-7f78fa9d0bb5,0.0,0.3,
weekly,Offices (Lindinvent) PLAN 9,LB91-6182-VFD102/-12,supply flow — MÖTE 6182 [LB91-6182-VFD102],l/s,Flow,830c8326-dad8-4308-a0af-796577164306,126.0,0.3,
weekly,Offices (Lindinvent) PLAN 9,LB91-6182-VFD101/9070,room temp — MÖTE 6182 [LB91-6182-VFD101],degC,Temperature,6f5b6624-7580-410a-991b-bad2ce85f82e,22.1,0.3,
weekly,Offices (Lindinvent) PLAN 9,LB91-6182-VFD101/8006,room temp setpoint — MÖTE 6182 [LB91-6182-VFD101],degC,CapabilityTypeSetpoint,d174dbc6-71bd-4cb8-b150-83674525356b,21.0,0.3,
weekly,Offices (Lindinvent) PLAN 9,LB91-6182-VFD101/9090,CO2 — MÖTE 6182 [LB91-6182-VFD101],ppm,CO2,6e35d20e-44a5-4fba-8556-9013173358e8,529.0,0.3,
weekly,Offices (Lindinvent) PLAN 9,LB91-6182-VFD101/4152,presence — MÖTE 6182 [LB91-6182-VFD101],0/1,Presence,cbeac6f4-daa5-4ff7-8eed-f9ff60f3728c,0.0,0.3,
weekly,Offices (Lindinvent) PLAN 9,LB91-6182-VFD101/-12,supply flow — MÖTE 6182 [LB91-6182-VFD101],l/s,Flow,35e30fa3-6d3d-4f48-95c0-0ab24d9b42c1,63.0,0.3,
daily,Offices (Lindinvent) PLAN 10,LB104-7006-TB15B2/9070,room temp — KONTOR 7006 [LB104-7006-TB15B2],degC,Temperature,973f9f47-e8ce-4a80-8c7a-aad549c99731,21.7,0.3,
daily,Offices (Lindinvent) PLAN 10,LB104-7006-TB15B2/8006,room temp setpoint — KONTOR 7006 [LB104-7006-TB15B2],degC,CapabilityTypeSetpoint,7c881144-6f2c-4dd2-8dca-e2cad34aebf2,21.0,0.3,
daily,Offices (Lindinvent) PLAN 10,LB104-7006-TB15B2/9090,CO2 — KONTOR 7006 [LB104-7006-TB15B2],ppm,CO2,703e5fbb-f3de-4a17-a781-28672aa0224c,437.0,0.3,
daily,Offices (Lindinvent) PLAN 10,LB104-7006-TB15B2/4152,presence — KONTOR 7006 [LB104-7006-TB15B2],0/1,Presence,6420e30a-5dfb-4a28-b919-65173e97d355,0.0,0.3,
daily,Offices (Lindinvent) PLAN 10,LB104-7006-TB15B2/-12,supply flow — KONTOR 7006 [LB104-7006-TB15B2],l/s,Flow,59d4d0bc-8712-4a69-bc3b-17dc51d6bb34,0.0,0.3,
