building,building_uuid,device,instance,point,sensor_uuid,units,tier,role,sample,note
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 3-03E,1222352,Discharge Air Temperature,6343887b-dd9d-4a05-939f-29fbe7af35bc,degC,expansion only,conditioning evidence,15.1890,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 3-03E,1222352,Space Temperature Local,70e59bce-af99-43c0-82b7-f9c0f3a0d92f,degC,A daily,comfort,23.3833,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 4-01,1226401,Discharge Air Temperature,e01938b8-6b7b-448c-94b2-b9804794aa78,degC,expansion only,conditioning evidence,15.5843,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 4-01,1226401,Space Temperature Local,bbfff796-f495-4f9c-a334-28dd293282da,degC,A daily,comfort,22.9388,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 4-02,1228402,Discharge Air Temperature,da97897c-1962-42e0-8c65-de4203fb62d5,degC,expansion only,conditioning evidence,28.3535,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 4-02,1228402,Space Temperature Local,543bbba1-791e-48ba-89c0-c49db9d7b22f,degC,A daily,comfort,28.1055,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 5-01,1134501,Discharge Air Temperature,e2b94f60-975f-41e4-a419-47069e4c64a3,degC,expansion only,conditioning evidence,16.7750,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 5-01,1134501,Space Temperature Local,3a14eda4-d176-4f81-a656-f3bc7210dc33,degC,A daily,comfort,24.9055,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 5-03,1134503,Discharge Air Temperature,22a2f411-f9f7-4318-9517-8ea7bf81201b,degC,expansion only,conditioning evidence,0.33287,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 5-03,1134503,Space Temperature Local,36ecd128-fc22-479b-959e-aece5bdfdf9e,degC,A daily,comfort,24.6277,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 6-01,1137601,Discharge Air Temperature,c55b1bf1-839c-4398-b87a-55a34ac8bf9e,degC,expansion only,conditioning evidence,15.8932,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 6-01,1137601,Space Temperature Local,e8910cd3-df9c-4694-b194-d1336bdabded,degC,A daily,comfort,23.3222,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 6-03,1138603,Discharge Air Temperature,35ecdb2a-a07c-4358-9a48-651dafab5d27,degC,expansion only,conditioning evidence,15.7115,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 6-03,1138603,Space Temperature Local,da532bbb-d280-49a2-a4a1-9dcd3305e80f,degC,A daily,comfort,22.3944,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 3-03D,1021351,Occupancy Input,12302d49-d8cf-4946-ae14-7721cd06b571,unknown-units,A daily on VAV 3-03D and VAV 5-01 only (probe what the point means),occupancy probe,inactiv,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 3-03E,1222352,Occupancy Input,58863613-62a2-44fe-9f76-ce9445f2cffd,unknown-units,expansion only,occupancy probe,inactiv,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 4-01,1226401,Occupancy Input,49eb810c-1341-4b9d-ad6a-14d398c309fa,unknown-units,expansion only,occupancy probe,inactiv,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 4-02,1228402,Occupancy Input,03f40101-6690-4c1a-a62c-b931096acca8,unknown-units,expansion only,occupancy probe,inactiv,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 5-01,1134501,Occupancy Input,741fc590-259a-4e8f-8f8c-07d2548aa53f,unknown-units,A daily on VAV 3-03D and VAV 5-01 only (probe what the point means),occupancy probe,inactiv,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 5-03,1134503,Occupancy Input,a353ec7c-9b92-4a2e-bd68-8b396b5c5212,unknown-units,expansion only,occupancy probe,inactiv,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 6-01,1137601,Occupancy Input,39a75b2b-2ba2-4799-ac65-eab8adeed4d5,unknown-units,expansion only,occupancy probe,inactiv,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 6-03,1138603,Occupancy Input,f63511d8-ce8a-4b23-a910-521b6aba13c8,unknown-units,expansion only,occupancy probe,inactiv,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 3-03D,1021351,Space Temperature Setpoint Local,0cfef976-992d-478e-ab29-3dc5e08429ea,degC,profile (fetch on expansion only),comfort band centre,22.2199,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 3-03E,1222352,Space Temperature Setpoint Local,d4bd04d4-b602-4c8e-a8ad-dcdd1b5aaa3b,degC,profile (fetch on expansion only),comfort band centre,20.5555,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 4-01,1226401,Space Temperature Setpoint Local,25244c50-b147-4747-8b98-ea968126c571,degC,profile (fetch on expansion only),comfort band centre,25.5555,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 4-02,1228402,Space Temperature Setpoint Local,3a13a02d-2a28-40ed-a22f-655b12711c74,degC,profile (fetch on expansion only),comfort band centre,21.6666,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 5-01,1134501,Space Temperature Setpoint Local,79f39ad2-0501-40bf-b65e-04f3a0aa9f48,degC,profile (fetch on expansion only),comfort band centre,25.5555,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 5-03,1134503,Space Temperature Setpoint Local,ac55970f-40b1-4db2-a781-382b81a8f352,degC,profile (fetch on expansion only),comfort band centre,23.8888,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 6-01,1137601,Space Temperature Setpoint Local,65eeae30-0bea-437c-8f6a-2bbb7aa7123f,degC,profile (fetch on expansion only),comfort band centre,22.2222,
Two Summerlin,1fe2668e-c7a5-46d8-95e0-ad9ada141bf3,VAV 6-03,1138603,Space Temperature Setpoint Local,ceab8b4b-b1cb-4267-8ad1-b8afdbb9b94d,degC,profile (fetch on expansion only),comfort band centre,23.3333,
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,VAV_01,58085,UNITOUCH SpaceTemp,7f6d4899-0331-48dc-9867-a50bd60f1eda,degF,A daily,comfort,77.9281,floor Floor 1
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,VAV_01,58085,ComSensor 1 Motion,96684559-ae96-4a09-875e-cbca6c27d94f,binary,A daily on VAV_01 and VAV_B05_01 only,occupancy (real motion sensor),inactiv,floor Floor 1
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,VAV_B05_01,217196,UNITOUCH SpaceTemp,afbf933a-f621-4623-88c3-841ca45e06c9,degF,A daily,comfort,81.5268,floor Floor 2
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,VAV_B05_01,217196,ComSensor 1 Motion,91a21e9e-07c8-47dc-9f44-d970d91acdb8,binary,A daily on VAV_01 and VAV_B05_01 only,occupancy (real motion sensor),inactiv,floor Floor 2
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,VAV_B08_01,2008,UNITOUCH SpaceTemp,13cafeff-03c4-49a7-9b9c-de0f4fb120b9,degF,A daily,comfort,80.9336,floor Floor 2
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,VAV_B08_01,2008,ComSensor 1 Motion,e85d4a7b-d36d-479f-bb6c-e9df73b7f731,binary,expansion only,occupancy (real motion sensor),inactiv,floor Floor 2
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-02-B (MTIII_AHU_200102),200102,"RATemp (return air, space proxy)",0af1286f-e72f-418b-b258-9e8cb2cf2de3,degF,A daily,comfort,75.9568,"SpaceTemp on this unit family reads 126.5 = sentinel, do not use"
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-03-B (MTIII_AHU_200103),200103,"RATemp (return air, space proxy)",523df772-51aa-46f5-8d9e-48fec9e1d252,degF,A daily,comfort,75.8812,"SpaceTemp on this unit family reads 126.5 = sentinel, do not use"
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-04-B (MTIII_AHU_200104),200104,"RATemp (return air, space proxy)",10c26f9b-d1aa-475b-b26f-7071513e676e,degF,A daily,comfort,74.9350,"SpaceTemp on this unit family reads 126.5 = sentinel, do not use"
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-05-B (MTIII_AHU_200105),200105,"RATemp (return air, space proxy)",b9a909ba-cbf9-40a8-add9-2ba55559784e,degF,A daily,comfort,79.6112,"SpaceTemp on this unit family reads 126.5 = sentinel, do not use"
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-14-A (MTIII_AHU_100114),100114,RATemp,49612aa0-0a52-4c8b-87b8-e6831fb4e69f,degF,A daily latest only,Bldg A dark canary (trunk dark since 07/13),80.5173,STALE at 07/23 audit
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-06-B (MTIII_AHU_200106),200106,"RATemp (return air, space proxy)",6ba3bfa0-5ff7-46e4-89c3-924b64b9d810,degF,A daily,comfort,79.2470,"SpaceTemp on this unit family reads 126.5 = sentinel, do not use"
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-107-B (MTIII_AHU_200107),200107,"RATemp (return air, space proxy)",e8a87ccd-35f6-48d2-8df0-aae0386bb778,degF,A daily,comfort,78.0957,"SpaceTemp on this unit family reads 126.5 = sentinel, do not use"
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-08-B (MTIII_AHU_200108),200108,"RATemp (return air, space proxy)",2b25b777-cb7f-4dd8-a270-a9abaa78bc7a,degF,A daily,comfort,79.9744,"SpaceTemp on this unit family reads 126.5 = sentinel, do not use"
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-09-B (MTIII_AHU_200109),200109,"RATemp (return air, space proxy)",a24834bb-9ac4-481d-b631-af1bd2726089,degF,A daily,comfort,76.6775,"SpaceTemp on this unit family reads 126.5 = sentinel, do not use"
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-11-B (MTIII_AHU_200111),200111,"RATemp (return air, space proxy)",cbdde6d3-37de-4ea2-af00-fc844db9da5d,degF,A daily,comfort,79.6112,"SpaceTemp on this unit family reads 126.5 = sentinel, do not use"
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,RTU-23-A (MTIII_AHU_100123),100123,RATemp,218cb864-52e4-42ab-9d77-23dd73e0d6ad,degF,A daily latest only,Bldg A dark canary (trunk dark since 07/13),81.8990,STALE at 07/23 audit
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,VAV_02,170221,UNITOUCH SpaceTemp,bcb14fc1-fdfa-42bb-8b70-e691be0d321d,degF,A daily,comfort,77.2974,floor Floor 1; replaces VAV-A-16-1 whose sample was nan
Meridian (Los Angeles),10619790-eb61-42cd-bb43-dd2701d0608a,VAV_02,170221,ComSensor 1 Motion,8626ff61-2c35-4f16-be58-e32879e9780c,binary,expansion only,occupancy (real motion sensor),inactiv,floor Floor 1; replaces VAV-A-16-1 whose sample was nan
